 id |      resident_id      | first_name | father_name | mother_name | last_name |        full_name        |  arabic_full_name  | date_of_birth | gender | nationality | national_id_number | passport_number | residency_permit_number | tax_number |  mobile_number  |                   email                    |  governorate  | district |    municipality     |             address              | employment_status |    occupation     | monthly_income |   kyc_status   | risk_category |              wallet_address              | wallet_currency | wallet_status | record_status |         created_at         |         updated_at         | blockchain_status |              login_username              |                        password_hash                         
----+-----------------------+------------+-------------+-------------+-----------+-------------------------+--------------------+---------------+--------+-------------+--------------------+-----------------+-------------------------+------------+-----------------+--------------------------------------------+---------------+----------+---------------------+----------------------------------+-------------------+-------------------+----------------+----------------+---------------+------------------------------------------+-----------------+---------------+---------------+----------------------------+----------------------------+-------------------+------------------------------------------+--------------------------------------------------------------
 34 | RES-BLOCKCHAIN-70     | JJJ        | aaa         | aaa         | aaa       | JJJ aaa aaa             | jj aa mm           | 2021-12-26    | 1      | 7           | 111111             |                 |                         |            | 76999888        | a.b@gmail.com                              | 1             | 1        | 1                   | aa                               | 1                 |                   |                | Draft          | Low           |                                          | LBP             | Not Created   | ACTIVE        | 2026-06-02 15:12:41.187307 | 2026-06-02 15:12:41.187307 |                   |                                          | 
 33 | RES-BLOCKCHAIN-66     | Gaelle     | Hicham      | Janette     | Abdallah  | Gaelle Hicham Abdallah  | غاييل عبدالله      | 2002-05-25    | 2      | 9           | 8168129736         | AB739013        |                         | TAX-82341  | +961 71 854 684 | gaelle.abdallah@valoores.com               | 2             | 3        | 3                   | Street 4, Building AP, floor 4   | 1                 | Software Engineer |       10000.00 | Draft          | Low           |                                          | LBP             | Not Created   | ACTIVE        | 2026-06-01 15:15:48.265993 | 2026-06-01 15:15:48.265993 |                   |                                          | 
 32 | RES-BLOCKCHAIN-000048 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000048C42EFA75104D20A0 | LBP             | Active        | ACTIVE        | 2026-05-28 16:26:02.929205 | 2026-05-28 16:26:05.474569 |                   |                                          | 
 31 | RES-BLOCKCHAIN-000043 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000043C3043AC76C444726 | LBP             | Active        | ACTIVE        | 2026-05-28 14:14:58.796371 | 2026-05-28 14:15:02.244189 |                   | 0xRESRESBLOCKCHAIN000043C3043AC76C444726 | $2b$10$GCGSnTaQS88jSL67SMyeNOteRD.mjI10TohBXK7gkkqkWwDGPARLy
 30 | RES-BLOCKCHAIN-000030 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo.RES-BLOCKCHAIN-000030@gov.lb | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000030ED89463656AA7E89 | LBP             | Active        | ACTIVE        | 2026-05-28 09:53:44.885472 | 2026-05-28 10:34:32.238869 | CONFIRMED         | 0xRESRESBLOCKCHAIN000030ED89463656AA7E89 | 
 29 | RES-BLOCKCHAIN-000028 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000028097233CBFFAE6C3F | LBP             | Active        | ACTIVE        | 2026-05-28 09:42:32.402475 | 2026-05-28 09:42:38.685443 |                   | 0xRESRESBLOCKCHAIN000028097233CBFFAE6C3F | 
 28 | RES-BLOCKCHAIN-000027 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000027059DAC03E93DB04A | LBP             | Active        | ACTIVE        | 2026-05-28 09:37:26.607248 | 2026-05-28 09:37:30.396718 |                   | 0xRESRESBLOCKCHAIN000027059DAC03E93DB04A | 
 27 | RES-BLOCKCHAIN-000026 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000026CD8BB356C9B6D35C | LBP             | Active        | ACTIVE        | 2026-05-28 09:32:40.713422 | 2026-05-28 09:36:40.455674 |                   | 0xRESRESBLOCKCHAIN000026CD8BB356C9B6D35C | 
 26 | RES-BLOCKCHAIN-000025 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000025CCD68E22AA7D93AC | LBP             | Active        | ACTIVE        | 2026-05-28 09:11:44.171067 | 2026-05-28 09:11:53.784979 |                   | 0xRESRESBLOCKCHAIN000025CCD68E22AA7D93AC | 
